# tri_id  lon  lat  e_ee  e_en  e_nn  e1  e2  azimuth  dilatation  max_shear  second_invariant  e_ee_std  e_en_std  e_nn_std  e1_std  e2_std  dilatation_std  max_shear_std
 1401   119.66667   31.42367         3.541        -2.248         4.334         6.220         1.655    140.00         7.875         2.283         6.437       2.540       1.748       2.270       2.554       2.151       3.424       1.626
 1402   119.10800   31.30033         1.547        -7.436        -5.379         6.286       -10.119    122.51        -3.832         8.202        11.912       3.979       3.489       5.198       2.175       6.125       6.299       3.348
 1403   119.07333   30.95300         4.320        -0.153        -0.336         4.325        -0.341     91.88         3.983         2.333         4.338       2.679       2.420       3.693       2.948       2.964       4.651       1.825
 1404   119.53967   30.41933         5.840         3.519        -4.655         6.911        -5.726     73.08         1.185         6.318         8.975       3.019       2.043       2.554       3.572       1.944       3.982       2.075
 1405   106.07400   39.21367        -7.871        -9.772       -12.685        -0.214       -20.342    128.08       -20.556        10.064        20.344       3.978       2.835       3.420       2.861       4.341       5.449       2.468
 1406   106.31000   39.11633        -0.312       -23.615        -4.987        21.080       -26.380    132.17        -5.299        23.730        33.768       7.416       5.198       5.187       8.332       4.855       9.088       5.084
 1407   106.34533   38.99633         2.062       -21.166       -17.863        15.493       -31.294    122.40       -15.801        23.394        34.919       6.348       5.419       9.523       5.542       9.453      11.249       5.329
 1408   104.83600   35.22133       -10.616        -6.911        -2.138         1.731       -14.484    150.76       -12.754         8.107        14.587       4.817       2.647       3.174       3.109       4.387       5.505       2.622
 1409   105.36033   35.99400       -15.134        -2.082         4.243         4.464       -15.356    173.94       -10.891         9.910        15.992       2.658       1.787       1.502       1.941       2.548       3.126       1.639
 1410   104.84433   35.68133        -6.345        -5.908         2.805         5.702        -9.242    153.88        -3.539         7.472        10.859       4.516       2.116       2.497       2.954       3.649       4.919       2.230
 1411   105.16133   35.70433       -10.937        -4.023         0.770         2.019       -12.186    162.75       -10.166         7.102        12.352       4.075       1.797       2.622       2.329       4.094       4.830       2.294
 1412   103.79367   29.80167       -12.045         2.734         3.573         4.038       -12.509      9.65        -8.471         8.274        13.145       6.800       4.034       3.836       3.152       6.610       7.426       3.609
 1413   103.52100   30.00233       -15.297         8.807        -0.779         3.375       -19.451     25.25       -16.076        11.413        19.742       5.258       3.146       4.475       2.513       6.407       7.139       3.308
 1414   103.51667   29.40100       -17.289        -0.145         2.370         2.371       -17.290    179.58       -14.919         9.830        17.452       4.360       4.563       7.293       7.535       4.140       8.236       4.472
 1415   111.63267   37.10833        -3.233         2.395         1.559         2.551        -4.225     22.49        -1.674         3.388         4.936       4.162       2.747       3.325       3.556       3.701       5.125       2.570
 1417   106.58033   36.95400        -5.365        -9.049         0.222         6.900       -12.042    143.58        -5.143         9.471        13.879       5.640       2.054       1.214       2.963       4.079       5.923       1.984
 1418   107.17067   36.49967        -4.519        -8.941         2.626         8.682       -10.575    145.89        -1.893         9.629        13.682       2.771       2.763       2.516       4.124       1.802       3.954       2.494
 1419   107.64000   35.99667        -7.301        -1.394         0.737         0.972        -7.536    170.44        -6.564         4.254         7.598       1.895       0.746       0.740       0.743       1.917       2.045       1.034
 1420   108.95433   36.28667        -1.594        -1.642        -1.302         0.201        -3.096    137.54        -2.895         1.648         3.103       2.610       1.271       1.347       1.804       1.935       2.946       1.153
 1421   108.50600   35.75500         0.587         2.420         2.679         4.270        -1.004     33.31         3.266         2.637         4.386       2.544       1.065       0.739       2.284       1.049       2.635       1.193
 1422   110.63800   33.76633        -0.985        -4.084         0.451         3.879        -4.414    139.98        -0.535         4.147         5.876       4.450       2.791       2.475       4.356       2.855       4.915       2.744
 1423   111.85633   34.01933         2.950        -1.306        10.065        10.297         2.718    169.92        13.015         3.790        10.650       1.632       4.062       9.554       8.982       2.245       9.743       4.374
 1424   111.29200   33.71033         2.155        -3.807         4.915         7.585        -0.515    144.96         7.070         4.050         7.602       1.490       1.504       2.978       2.600       1.680       3.343       1.414
 1425   111.30800   36.89700         5.406        -6.090        13.152        16.496         2.062    151.23        18.558         7.217        16.625       9.114       4.648       3.159       4.469       7.234       9.817       3.473
 1426   111.51367   36.85900       -13.661        -3.054        13.419        13.759       -14.002    173.64        -0.242        13.880        19.631       3.759       3.117       2.944       2.887       3.845       4.848       2.384
 1427   105.93367   30.04000        -0.627        -0.887        -1.038         0.078        -1.744    128.48        -1.665         0.911         1.745       2.947       1.325       1.173       1.933       1.880       3.119       1.097
 1428   105.33567   30.35000        -2.581        -1.735        -1.617        -0.298        -3.900    142.76        -4.199         1.801         3.912       1.938       1.586       1.836       1.965       1.636       2.651       1.229
 1429   104.78067   28.90200        -3.143        -0.718         1.466         1.575        -3.252    171.34        -1.677         2.414         3.614       2.807       0.674       0.652       0.883       2.428       2.899       1.112
 1430   105.56933   28.67967        -1.632        -1.736         1.653         2.400        -2.379    156.70         0.021         2.390         3.380       1.265       1.037       0.628       1.242       1.229       1.384       1.023
 1431   106.00967   29.20133        -1.759        -0.991         2.734         2.943        -1.968    168.09         0.975         2.455         3.540       3.771       1.251       1.449       1.549       3.524       4.031       1.829
 1432   105.23333   31.16167       -13.282         7.039        -0.210         2.859       -16.352     23.56       -13.492         9.606        16.600       1.683       1.101       1.423       1.516       1.490       2.187       1.031
 1433   104.44733   31.55267       -36.864        18.190        -3.728         4.308       -44.900     23.84       -40.592        24.604        45.107       1.675       1.120       1.173       1.418       1.578       2.012       1.113
 1434   104.54800   31.97533       -47.887        14.401         2.943         6.739       -51.683     14.77       -44.944        29.211        52.121       1.948       3.856       3.824       4.272       2.022       4.252       2.579
 1435   104.67567   32.52933       -63.025       -25.539        11.591        19.495       -70.929    162.80       -51.434        45.212        73.560      21.751       5.154       2.884       3.122      20.406      21.800       9.709
 1436   104.48833   32.72333       -42.394       -19.429         4.300        11.327       -49.421    160.12       -38.095        30.374        50.703       8.480       4.402       3.177       5.177       6.647       9.098       3.847
 1437   104.35933   32.18800       -53.065        -5.560        21.454        21.867       -53.477    175.76       -31.611        37.672        57.775       4.992       7.163       5.623       5.579       5.565       7.633       4.060
 1438   104.17200   32.38200       -26.626       -13.611        11.987        16.303       -30.942    162.41       -14.639        23.622        34.974       6.808       3.182       3.199       4.859       3.987       7.283       2.548
 1439   104.42600   33.27033       -38.852        -7.019         1.676         2.857       -40.033    170.45       -37.176        21.445        40.135       8.462       3.794       1.744       1.774       8.407       8.710       4.236
 1441   104.46567   34.38767       -19.533        -4.649         7.910         8.676       -20.299    170.64       -11.622        14.488        22.075       5.243       4.562       4.861       5.584       4.324       7.155       3.485
 1442   105.73300   32.86900       -15.617         0.699        -6.374        -6.321       -15.669      4.30       -21.990         4.674        16.896       3.271       1.863       2.236       3.155       2.031       3.999       1.744
 1443   105.33567   32.60900       -27.385         0.526         1.174         1.184       -27.395      1.05       -26.211        14.289        27.420       3.054       1.364       1.167       1.151       2.971       3.340       1.513
 1444   104.93400   32.79333       -26.200       -15.123         7.202        13.032       -32.029    158.92       -18.997        22.531        34.579       3.892       2.177       1.909       3.423       2.327       4.086       2.096
 1445   105.84133   33.16633       -13.326        -5.347       -11.708        -7.109       -17.925    139.30       -25.034         5.408        19.283       2.495       2.854       5.347       3.228       4.800       5.838       2.865
 1446   105.69867   33.41133       -12.158        -7.921        -2.382         2.037       -16.578    150.84       -14.540         9.308        16.703       3.009       2.711       3.325       4.109       2.834       4.577       2.687
 1447   107.96633   34.66233         7.746        -1.971         6.017         9.034         4.729    123.16        13.763         2.152        10.197       5.302       2.701       2.297       4.693       3.275       5.821       2.811
 1448   107.42867   34.80800       -18.247        -3.106         2.901         3.348       -18.694    171.81       -15.345        11.021        18.991       1.881       1.850       3.862       3.929       1.597       4.429       2.022
 1449   107.68167   34.65433       -29.625        -3.833         5.032         5.451       -30.044    173.76       -24.592        17.747        30.534      14.312       9.947      12.282       9.178      16.290      19.271       9.053
 1450   108.25000   32.71100        -0.218         6.341        -0.345         6.060        -6.623     45.29        -0.563         6.341         8.977       2.315       1.606       3.055       1.951       2.953       3.864       1.592
 1451   107.39400   32.23367        -0.158         0.213        -3.827        -0.146        -3.840     86.68        -3.985         1.847         3.843       2.038       1.717       2.569       2.075       2.237       3.322       1.377
 1452   109.96100   34.19733        -2.290         0.949        -5.762        -2.047        -6.004     75.66        -8.052         1.979         6.344       2.926       3.576       7.478       4.662       6.184       7.863       3.812
 1453   109.69833   34.33967        -1.367        -5.557        16.581        18.162        -2.949    164.12        15.213        10.556        18.400       4.235       4.984       9.561      10.165       4.264      10.526       5.749
 1454   109.87500   34.53867        -0.585       -10.072        10.642        16.559        -6.502    149.57        10.057        11.531        17.790       5.937       4.581       4.326       6.261       5.578       7.662       4.526
 1455    92.06600   28.45100        22.492       -15.839       -17.522        28.003       -23.032    109.18         4.970        25.518        36.258       6.926       3.833       3.365       6.710       4.091       7.576       4.066
 1456    92.45367   28.80867        20.345       -17.132       -13.888        27.446       -20.989    112.51         6.457        24.218        34.552       5.786       3.588       3.797       4.989       4.327       6.969       3.109
 1459    96.26367   27.89667        -7.897        -2.326        -9.349        -6.186       -11.060    126.33       -17.245         2.437        12.672       0.723       0.825       1.831       0.662       1.739       1.990       0.860
 1460    86.35200   42.16067        18.224        -2.966       -11.156        18.520       -11.452     95.71         7.068        14.986        21.775       7.483       3.945       1.728       7.424       2.325       7.578       3.988
 1461    86.71500   42.31267         0.185        -7.353        -9.355         4.180       -13.349    118.51        -9.169         8.764        13.988       2.272       1.542       1.445       1.460       2.405       2.700       1.461
 1462    86.74367   41.71100        16.721        -1.220        -5.933        16.786        -5.998     93.07        10.788        11.392        17.826       5.937       3.641       3.559       6.301       2.744       6.915       3.415
 1463    87.10667   41.86300        -0.200        -4.220        -5.719         2.083        -8.002    118.41        -5.919         5.043         8.269       2.513       0.827       0.726       0.949       2.203       2.635       1.068
 1464    87.63833   41.92967         0.803        -3.199        -4.682         2.274        -6.153    114.69        -3.879         4.214         6.560       1.742       0.730       0.771       1.739       0.721       1.980       0.890
 1465    88.82500   42.62967        -2.304        -0.027        -8.098        -2.303        -8.098     90.27       -10.401         2.897         8.419       1.643       2.786       5.105       1.373       5.062       5.222       2.634
 1466    88.22800   42.62733        -1.057        -2.534        -6.279        -0.029        -7.307    112.07        -7.336         3.639         7.307       3.483       2.049       1.205       2.762       2.214       3.652       1.712
 1467    87.77767   42.43800         3.212        -4.401        -4.935         5.136        -6.858    113.61        -1.722         5.997         8.568       1.737       1.201       1.047       1.770       1.178       2.085       1.083
 1468    89.72500   42.02933        -0.262        -1.777        -4.643         0.368        -5.273    109.52        -4.905         2.821         5.286       0.940       0.578       0.937       0.558       1.105       1.371       0.544
 1469    88.98867   41.51867         2.382        -2.231        -4.485         3.043        -5.146    106.51        -2.102         4.094         5.978       0.628       0.666       0.657       0.487       0.665       0.881       0.382
 1470   106.41667   37.51300       -20.950       -26.358         1.914        19.213       -38.249    146.72       -19.036        28.731        42.803       5.071       2.999       2.311       3.545       4.586       5.553       3.015
 1471   106.42033   37.19067       -23.828       -28.784         5.701        23.286       -41.413    148.58       -18.127        32.349        47.510       5.143       2.827       2.289       3.405       4.392       5.673       2.719
 1472   100.63633   38.61367         5.810        -8.895        -9.693         9.857       -13.740    114.47        -3.883        11.799        16.910       3.471       1.689       2.215       2.945       2.764       4.378       1.834
 1474   100.41767   38.82000         2.532       -10.097        -9.207         8.342       -15.017    119.92        -6.675        11.679        17.178       3.890       2.984       2.506       4.529       3.103       4.632       3.116
 1475   100.45367   38.37667        -5.804       -11.095        -2.899         6.838       -15.541    138.73        -8.703        11.189        16.979       3.763       2.036       2.136       2.944       2.809       4.167       1.984
 1476   100.06867   38.54300       -10.033       -12.736        -4.932         5.506       -20.472    140.66       -14.965        12.989        21.199       2.889       1.701       1.727       1.316       3.245       3.272       1.859
 1477   100.04733   38.80400        -6.442        -9.991        -7.175         3.189       -16.806    133.95       -13.617         9.998        17.106       2.862       3.374       2.629       2.668       4.561       3.823       3.210
 1478    99.09700   34.91867       -51.251       -24.178        24.031        31.127       -58.347    163.64       -27.220        44.737        66.131       5.981       1.893       1.287       1.332       5.918       6.108       3.012
 1479    98.68467   35.32867       -40.190       -34.959        27.628        42.421       -54.983    157.06       -12.562        48.702        69.446       2.644       2.866       3.338       3.097       4.218       4.197       3.048
 1494    84.31767   43.41300         8.343        -6.857       -21.256         9.855       -22.767    102.43       -12.912        16.311        24.808       5.261       2.408       2.048       4.931       2.327       5.744       2.572
 1495    84.03467   43.77267         7.939        -8.405       -18.826        10.359       -21.247    106.07       -10.887        15.803        23.638       5.525       2.110       1.253       4.670       2.286       5.792       2.265
 1496    83.53833   43.64033         3.555        -8.169       -14.879         6.654       -17.978    110.77       -11.324        12.316        19.169       1.849       1.510       1.250       2.008       1.268       2.280       1.233
 1497    86.72933   48.14867         4.289        -3.496       -25.338         4.696       -25.745     96.64       -21.049        15.220        26.170       6.307      23.479      81.358      28.838      62.479      81.157      26.852
 1498    87.08000   48.32300         2.197        -1.595       -15.851         2.337       -15.991     95.01       -13.654         9.164        16.161      20.199      19.491      25.619      19.626      22.970      34.080      12.886
 1499    86.38600   47.73200         1.067         1.011        -9.833         1.160        -9.926     84.75        -8.766         5.543         9.994       1.377       1.250       1.570       1.377       1.631       1.950       1.152
 1500    86.81767   47.95700         4.630        -0.953       -17.038         4.672       -17.080     92.51       -12.409        10.876        17.708       2.134       1.726       2.528       2.095       2.598       3.247       1.713
 1501    85.58467   46.60367        -0.370        -4.466        -5.847         2.130        -8.347    119.24        -6.217         5.239         8.615       4.968       3.215       3.609       3.154       5.221       6.128       3.036
 1502    85.78300   46.15500         0.873        -1.218        -2.959         1.227        -3.313    106.22        -2.086         2.270         3.533       4.144       2.239       0.861       3.601       1.593       4.255       1.796
 1503    86.25167   46.06800        -0.240         1.901        -2.910         0.748        -3.898     62.54        -3.150         2.323         3.969       5.090       2.372       1.086       3.230       3.655       5.207       2.262
 1504   123.72500   40.28500        24.015       -12.598         0.807        29.539        -4.717    113.68        24.822        17.128        29.913       6.219       5.009       5.342       7.219       5.063       7.985       4.789
 1505   123.96900   40.15067        -2.503       -11.905         0.420        10.953       -13.035    138.50        -2.083        11.994        17.026      17.851       9.037       3.395       2.594      18.962      18.702       9.782
 1506   123.72000   40.06867        27.511        -4.176         0.493        28.142        -0.137     98.59        28.004        14.140        28.142       5.813       4.511       8.206       6.855       7.157      10.316       4.743
 1507   119.89133   40.22900         3.727        -2.832        -5.426         4.532        -6.231    105.88        -1.699         5.382         7.705       4.805       3.080       3.915       4.933       3.547       6.238       2.955
 1508   120.49633   40.03067         8.137        -4.232        -4.178         9.451        -5.492    107.25         3.959         7.471        10.931       1.264       2.624       3.588       1.731       3.690       3.668       2.224
 1510   120.80067   39.52867         7.577         0.037        -1.306         7.577        -1.306     89.76         6.271         4.441         7.689       1.272       1.282       1.287       1.508       1.200       1.827       1.011
 1511   121.13700   41.48733        22.379         6.903         4.164        24.700         1.843     71.42        26.543        11.428        24.768       4.900       2.688       2.158       5.043       2.369       5.349       2.893
 1512   121.41900   41.32067        26.428         3.458         9.938        27.124         9.243     78.62        36.366         8.941        28.655       5.924       3.305       2.461       5.493       3.898       6.536       3.465
 1513   121.71400   41.50667        -5.338        -5.952         1.589         5.011        -8.761    150.10        -3.750         6.886        10.093       5.972       2.657       3.242       3.528       5.831       6.718       3.456
 1514   121.46000   41.12867        44.692       -10.925         9.600        47.815         6.477    105.95        54.292        20.669        48.251       8.294       5.514       5.719       9.628       5.413      10.432       5.813
 1515   121.15633   40.92400        46.587       -12.658         1.421        49.892        -1.884    104.64        48.008        25.888        49.928       8.442       3.937       3.212       9.502       2.713       8.942       5.369
 1516   122.32400   41.74967        22.359        26.998       -16.746        36.141       -30.528     62.96         5.613        33.334        47.309       8.859       5.876       5.595       9.003       7.338      10.653       6.251
 1517   122.71733   41.67500       -18.365        21.917        -7.509         9.642       -35.516     38.05       -25.874        22.579        36.802       7.839       4.671       4.588       3.132       9.078       9.380       4.911
 1518   122.62067   41.82100       -10.404        16.958        -5.931         8.938       -25.272     41.24       -16.334        17.105        26.806       9.758       4.587       5.495       3.402      10.025      11.445       4.826
 1519   121.01300   46.36867         3.117        -2.497        -1.562         4.199        -2.645    113.43         1.555         3.422         4.963       0.818       0.725       0.662       1.121       0.649       1.058       0.748
 1520   121.87200   45.57133         1.850        -1.703        -2.514         2.436        -3.100    108.99        -0.664         2.768         3.943       0.838       0.530       0.627       0.947       0.595       1.085       0.576
 1521   121.00567   44.63967         1.571        -1.411         0.016         2.404        -0.817    120.57         1.587         1.611         2.539       0.931       0.615       0.467       0.720       0.837       1.032       0.586
 1522   119.41733   44.57633         2.148        -0.608         0.271         2.328         0.091    106.46         2.419         1.119         2.330       0.833       0.652       0.715       0.717       0.719       1.098       0.463
 1523   118.45233   45.53500         2.561        -1.023        -0.654         2.859        -0.952    106.24         1.907         1.905         3.013       2.005       1.029       0.744       1.940       0.796       2.125       1.035
 1524   119.18167   46.39567         2.356        -2.337        -1.153         3.524        -2.321    116.56         1.203         2.922         4.220       2.904       0.810       0.674       2.088       1.283       2.915       0.937
 1525   120.34667   42.41700        -7.254         0.163         4.305         4.307        -7.256      0.81        -2.949         5.782         8.438       1.937       1.288       1.591       1.698       1.812       2.567       1.198
 1526   120.35400   43.04467        -4.650         0.287         2.009         2.021        -4.662      2.46        -2.641         3.342         5.082       3.298       1.804       1.597       1.821       2.638       3.621       1.364
 1527   121.07367   43.08500        -6.682         2.025         2.984         3.391        -7.089     11.36        -3.698         5.240         7.859       2.111       1.453       1.698       1.638       2.173       2.805       1.318
 1528   123.05033   42.04600        20.176       -27.115        21.650        48.038        -6.212    135.78        41.826        27.125        48.438      13.569       5.948       4.967      14.786       3.472      14.306       8.011
 1529   122.75300   41.96800        -1.705       -34.038        23.896        47.461       -25.270    145.30        22.191        36.365        53.769       9.212       9.190       7.030      10.770      10.083      11.810       8.600
 1530   123.51567   42.55700         7.600         7.594         2.849        13.181        -2.732     53.69        10.450         7.956        13.461       3.984       1.860       1.588       4.065       1.284       4.244       2.141
 1531   123.85967   42.87200         0.940         0.448        -2.361         1.000        -2.421     82.41        -1.421         1.710         2.619       2.804       1.323       1.467       2.404       1.715       3.058       1.422
 1532   123.18733   42.49667        21.562        -4.327         6.284        22.703         5.144    104.76        27.847         8.779        23.278       7.692       2.104       1.057       7.466       1.482       7.795       3.712
 1533   123.86633   43.44467         2.547        -2.450         0.410         4.152        -1.194    123.22         2.957         2.673         4.320       2.805       1.303       1.642       1.738       2.322       3.239       1.258
 1534   123.25267   43.99567         4.765        -2.627         1.562         6.240         0.088    119.31         6.328         3.076         6.241       2.206       1.268       1.515       1.482       1.961       2.524       1.195
 1535   122.23633   43.88800         3.807        -0.941         1.497         4.142         1.162    109.60         5.304         1.490         4.302       1.070       0.654       0.575       0.991       0.795       1.253       0.644
 1536   121.98300   43.21667         6.656         2.423         1.494         7.615         0.535     68.40         8.150         3.540         7.634       1.070       1.038       1.212       1.245       1.365       1.617       1.026
 1537   123.62600   40.62067        -3.956        -4.751        -0.239         3.004        -7.200    145.68        -4.196         5.102         7.801       6.455       2.110       2.086       4.727       3.232       6.872       2.142
 1538   123.90467   40.96933       -24.730       -17.321        -2.559         6.920       -34.209    151.31       -27.289        20.564        34.902       5.778       3.024       2.907       2.105       5.827       6.572       2.897
 1539   123.65367   41.29533       -37.463       -27.842        -2.056        13.234       -52.753    151.23       -39.519        32.993        54.387       3.107       5.706       7.270       7.160       5.905       7.852       5.259
 1540   123.27833   41.96700       -34.520        -0.838        14.913        14.927       -34.534    179.03       -19.607        24.731        37.622       4.551       2.490       3.217       3.200       4.600       5.696       2.754
 1541   123.25700   41.72633       -47.713        -2.199        -4.637        -4.525       -47.824    177.09       -52.349        21.650        48.038       4.441       2.832       3.040       3.059       4.626       5.406       2.841
 1542   123.57367   42.08267       -15.533        19.624        14.190        23.944       -25.288     26.43        -1.343        24.616        34.825       4.406       3.055       2.534       3.455       4.582       5.064       3.171
 1543   123.79267   41.99233        -8.484        24.067        13.310        28.832       -24.006     32.82         4.826        26.419        37.518      14.810       3.507       3.127       5.182      11.338      15.182       4.481
 1544   123.88200   41.66833         2.805        13.024         3.790        16.331        -9.736     43.92         6.595        13.033        19.013       9.068       4.982       3.355      10.012       2.856       9.709       5.535
 1545   123.64167   41.51800       -38.819       -13.873        -5.484        -0.466       -43.837    160.11       -44.303        21.686        43.840       3.302       2.968       2.826       2.901       4.376       4.459       2.968
 1546   124.47300   43.86367         3.221        -3.830        -0.277         5.682        -2.739    122.73         2.943         4.211         6.308       2.565       1.292       1.007       2.103       1.622       2.697       1.308
 1547   125.23533   43.88500         4.559        -3.067        -0.280         6.046        -1.767    115.86         4.279         3.906         6.299       2.901       1.215       1.227       2.886       0.962       2.949       1.567
 1548   124.64133   45.13500         5.056        -5.558        -6.170         7.342        -8.456    112.36        -1.114         7.899        11.199       1.930       1.407       2.396       1.712       2.602       3.066       1.582
 1549   124.25100   44.60733         4.856        -5.045        -1.961         7.537        -4.641    117.98         2.896         6.089         8.851       2.107       0.992       1.159       1.537       1.573       2.463       0.950
 1550   125.79400   44.86800         3.861        -3.930        -2.318         5.771        -4.228    115.92         1.543         4.999         7.154       1.305       1.542       2.174       1.145       2.279       2.660       1.218
 1551   126.16600   44.36167         4.480        -3.383        -0.009         6.295        -1.825    118.22         4.470         4.060         6.554       2.168       2.262       3.608       3.119       2.625       4.137       2.008
 1552   124.55167   42.54800       -30.471        -5.193        -4.381        -3.385       -31.466    169.15       -34.851        14.041        31.648      12.451       6.660       8.161       3.331      13.686      14.890       6.616
 1553   124.19667   42.60200       -16.421         0.915        -2.601        -2.540       -16.482      3.77       -19.022         6.971        16.676       9.635       6.318       2.476       6.909       5.763       9.985       3.943
 1554   124.42667   42.14267       -23.366         2.360         4.283         4.483       -23.566      4.84       -19.082        14.024        23.988       7.850       4.396       6.704       5.724       7.884      10.103       4.684
 1555   124.07167   42.19667       -22.625        13.702         8.785        13.922       -27.762     20.55       -13.840        20.842        31.057      10.026       6.129       4.365       5.826      10.857      10.916       6.790
 1556   102.76533   24.94267        21.141        34.541        11.439        51.170       -18.590     49.00        32.580        34.880        54.442       2.461       2.461       5.715       3.919       3.842       5.966       2.482
 1557   102.86900   25.77700         0.809        26.293        -6.238        23.813       -29.242     48.82        -5.429        26.528        37.712       3.472       3.259       2.855       2.273       4.918       4.440       3.122
 1558   102.25133   26.25667         3.845        24.373         2.734        27.669       -21.090     45.65         6.579        24.380        34.790       1.646       1.024       1.313       1.769       0.888       2.019       0.969
 1559   102.52433   25.25567        26.848        25.741        -7.514        40.616       -21.281     61.86        19.335        30.948        45.853       2.292       2.284       3.217       3.243       2.657       3.932       2.219
 1560   102.90067   25.45300         6.624        15.745       -24.879        13.144       -31.398     67.51       -18.255        22.271        34.039       3.742       3.445       4.228       4.640       4.071       5.641       3.331
 1561   102.06333   25.20400        44.063        11.021        -5.969        46.383        -8.289     78.11        38.094        27.336        47.118      14.552       6.086       4.611      13.834       5.754      15.068       7.449
 1562   101.42267   26.37100        16.817        18.530        -5.054        27.398       -15.635     60.27        11.762        21.516        31.545       2.064       1.053       1.135       2.163       1.010       2.338       1.218
 1563   101.12533   25.80233        18.494        14.281        -8.799        24.600       -14.905     66.85         9.695        19.752        28.763       1.465       1.149       1.267       1.572       1.175       1.843       1.038
 1564   101.52467   25.31233        22.299        10.710        -4.311        26.073        -8.086     70.58        17.987        17.080        27.299       1.442       2.094       2.729       2.207       2.786       2.932       2.041
 1565   103.81200   25.27133        -0.759         1.798       -25.120        -0.626       -25.252     85.80       -25.878        12.313        25.259       1.502       3.424       4.237       1.416       4.556       4.526       2.502
 1566   104.14700   24.81533        -0.523         6.159       -12.604         2.063       -15.190     67.22       -13.127         8.627        15.330       1.379       1.722       2.124       1.989       2.184       2.350       1.727
 1567   105.37533   24.80567        -2.302         0.951         1.488         1.714        -2.527     13.33        -0.814         2.121         3.054       4.191       2.242       2.256       2.888       3.318       4.762       2.001
 1568   104.86867   24.55567        -1.559         3.954        -0.189         3.140        -4.887     40.09        -1.747         4.013         5.808       2.791       1.539       1.821       1.949       2.375       3.330       1.395
 1569   103.69800   27.38633         6.269         9.822         3.917        14.986        -4.800     48.41        10.186         9.893        15.736       2.712       1.559       1.144       2.804       1.139       3.043       1.506
 1570   103.42733   27.92167        -0.284        16.622        -1.967        15.518       -17.769     46.45        -2.251        16.644        23.592       2.611       1.791       2.486       3.083       1.942       3.693       1.797
 1571   102.86200   27.18267       -14.851        23.586         8.349        23.033       -29.535     31.91        -6.502        26.284        37.455       1.764       0.917       0.810       1.256       1.486       1.929       0.981
 1572   103.45600   26.83167        -3.766        19.032        10.260        23.531       -17.036     34.89         6.494        20.283        29.050       3.079       0.995       0.873       1.413       2.415       3.276       1.110
 1573   101.01400   22.85367        23.363         8.574       -14.511        25.214       -16.361     77.82         8.852        20.788        30.057      29.817      13.637      12.276      28.049      13.380      32.028      15.048
 1574   100.77933   22.82533        -9.492       -11.979       -14.472         0.253       -24.217    129.13       -23.964        12.235        24.218       7.583      13.806      15.900      19.435       9.102      17.720      12.320
 1576   100.77733   23.03533       -19.111        -7.870       -17.230       -10.244       -26.097    138.41       -36.341         7.926        28.035      17.700       9.723       9.953       6.455      19.981      20.510      10.737
 1577   100.73033   22.38967         5.775        -0.899       -22.241         5.804       -22.269     91.84       -16.465        14.037        23.013       4.312       2.267       2.654       4.822       2.585       5.020       2.944
 1578   100.78567   22.64367        -8.667       -13.706       -26.551        -1.244       -33.974    118.44       -35.218        16.365        33.997       3.205       5.974       7.097       4.644       7.812       7.904       5.068
 1579   101.06500   22.13367        31.709         1.972       -11.835        31.798       -11.925     87.41        19.873        21.861        33.960       5.086       3.133       2.636       5.112       2.633       5.703       2.899
 1580   101.32233   22.25333        21.899         2.509        -6.835        22.117        -7.053     85.05        15.064        14.585        23.214       6.318       3.368       3.529       6.267       3.532       6.833       3.769
 1581   102.21267   24.06867        30.833         9.101       -17.003        32.506       -18.676     79.58        13.829        25.591        37.489       4.398       5.653      10.611       4.965       9.787      11.819       5.030
 1582   102.38633   23.95167        66.837         2.207       -26.840        66.889       -26.892     88.65        39.997        46.890        72.092      18.701       9.400       9.148      19.211       9.184      21.678      10.451
 1583   102.06467   23.87167        12.315         6.454        -6.069        14.354        -8.108     72.46         6.246        11.231        16.486       7.558       4.305       3.384       6.468       5.737       8.549       4.371
 1584   102.23833   23.75467        60.077         2.474       -15.668        60.157       -15.749     88.13        44.409        37.953        62.185      20.008       8.218       6.530      19.646       6.825      21.628       9.966
 1585   120.61500   29.60567        -1.424         0.104         8.202         8.203        -1.425      0.62         6.778         4.814         8.326       3.974       3.998       8.406       8.251       3.670       8.911       4.574
 1586   120.56033   29.24400         0.543         1.387         3.842         4.348         0.038     20.03         4.386         2.155         4.348       4.682       3.271       3.828       4.080       3.732       6.380       2.261
 1587   120.90667   28.97067        -2.777         5.440         0.709         4.678        -6.746     36.12        -2.068         5.712         8.210       5.691       3.309       4.447       4.357       4.976       7.383       2.871
 1588   121.16367   29.15400        -6.553         5.426         0.906         3.760        -9.408     27.75        -5.648         6.584        10.132       5.605       4.219       6.829       6.884       5.183       8.793       4.218
 1589   121.02433   29.56467        -7.545        -4.327         7.058         8.244        -8.730    164.67        -0.486         8.487        12.008       6.160       4.763       7.010       8.016       5.785       9.419       5.166
 1590   121.22667   29.38633        -3.580         7.038        -6.563         2.122       -12.266     50.98       -10.144         7.194        12.448       6.168       5.781       8.981       5.675       9.151      10.757       5.389
 1591   120.78400   27.74567         5.143         0.272        -3.901         5.151        -3.910     88.28         1.242         4.530         6.467       7.001       4.438       4.753       6.800       4.243       7.846       4.091
